baseball,0.4899493126680858,-0.2606421664536713,0.65
beer,0.29754527830067723,-0.19243703488498792,0.65
can_coke,0.3171770437855888,0.19052144270901172,0.65
can_pepsi,0.584732480925125,-0.2998913549928046,0.65
can_fanta,0.37565396002789414,-0.22141391711758074,0.65
can_sprite,0.14511134025144123,0.15849384431620317,0.65
chips_can,0.4531270381990913,0.17595219290678843,0.65
coffee_box,0.4808269407516713,0.09447879296808953,0.65
cracker,0.31763149135132074,0.2921834786125921,0.65
cup,0.23362856461848613,-0.240365154633025,0.65
donut,0.00815731541503011,-0.11781715749704841,0.65
gelatin,0.6158603040245055,-0.1212321124092679,0.65
meat,0.47141606646698897,-0.30989339411583283,0.65
mustard,0.21630286506596505,-0.2190746668645325,0.75
newspaper,0.19218720160308359,-0.09056778964700563,0.65
orange,0.35937438662228083,-0.03436131707670442,0.65
pear,0.6787601613333066,0.08872885006861336,0.65
plate,0.4348112768265245,0.019190132560705897,0.65
soup,0.5457922149321169,-0.031547229177702196,0.65
sugar,0.47137911219024736,0.0884819703217532,0.8200000000000001
*
baseball,0.2967577399275359,-0.33224899912771216,0.65
beer,-0.056056632118115006,-0.05516546501978564,0.65
can_coke,0.23983968605348288,-0.21914674171891613,0.65
can_pepsi,-0.07214310936736004,-0.01966351811553213,0.9
can_fanta,-0.012965021759619402,-0.3930364933507676,0.65
can_sprite,0.09366661207497198,-0.21907267594350324,0.65
chips_can,0.026222342052341002,-0.35981322215111977,0.65
coffee_box,0.4454637674682189,-0.15955091546301028,0.65
cracker,0.07207039591472703,-0.08573668728639933,0.65
cup,0.07848998572525054,0.11114507708265642,0.65
donut,0.23845250466322948,-0.026110029318354933,0.65
gelatin,0.5811507534154864,-0.18715148227488468,0.65
meat,0.05725194395449387,0.1872282833758826,0.65
mustard,0.310952094700569,0.1890088332425005,0.65
newspaper,0.578066256220811,0.023062361432832912,0.65
orange,-0.08642993371330157,-0.032301766328740544,0.9
pear,0.07469141832787615,-0.32233857564758417,0.65
plate,0.1563827944321191,-0.27994389693146793,0.65
soup,0.43653698957296927,0.1605086990496909,0.65
sugar,-0.0815183213587427,-0.24636183741538917,0.65
*
baseball,0.4554816198778082,-0.3657995893492595,0.65
beer,0.38458807414505974,-0.15715292114210644,0.65
can_coke,0.5977812189864616,-0.2104936132608101,0.65
can_pepsi,0.6666668712064645,-0.38334760690338393,0.65
can_fanta,0.21851150776705702,0.14482981860977096,0.65
can_sprite,0.5543900221171584,-0.29839529387355446,0.65
chips_can,0.5887681530354394,-0.24767091600280774,0.8200000000000001
coffee_box,0.3146763767626549,-0.19533264028075847,0.65
cracker,0.2957921629817288,-0.375424350167612,0.65
cup,0.14790577735049074,0.12514151206049617,0.65
donut,0.24869316072060066,-0.36789241403266487,0.95
gelatin,0.05814066534156579,-0.3633902077122992,0.65
meat,0.32008321612764973,0.09812596375512495,0.65
mustard,0.602223794510333,0.03190362594980828,0.65
newspaper,0.13570147514641642,0.14321493300655386,0.75
orange,0.29007033802267473,0.0834978744389846,0.744
pear,0.3350236604768217,0.058919323086838005,0.744
plate,0.6806042824651309,-0.35973885300461733,0.8200000000000001
soup,0.04906147888779771,-0.20659895245768958,0.65
sugar,0.3962779930031509,-0.2927895027326144,0.65
*
baseball,0.6730251818304446,0.1620055850479003,0.65
beer,0.2142949133730479,0.14732911579681807,0.65
can_coke,0.6480708016841904,-0.1057550771305944,0.65
can_pepsi,0.36298380652266915,-0.38153450792169114,0.65
can_fanta,0.4969620453145107,-0.31595125702923227,0.65
can_sprite,0.13822494231675408,0.2516914684661291,0.65
chips_can,0.37594876809482775,0.05760312413233937,0.65
coffee_box,0.08397549735778949,0.2934137089618387,0.65
cracker,0.3347138584444249,-0.27463847636101524,0.65
cup,0.4300910123735191,-0.2447914485507901,0.65
donut,0.6273849972010611,0.11069621940966379,0.65
gelatin,0.5617567565217614,-0.12541299073306034,0.65
meat,0.5083871275727745,-0.03555341959253566,0.65
mustard,0.1928550668563096,-0.0786399122960939,0.65
newspaper,0.40905985866335454,-0.1999507729637065,0.75
orange,0.5004038577631512,-0.21625142729974128,0.65
pear,0.588105074183257,0.1781051122526467,0.65
plate,0.6105874556085963,-0.14921416868207693,0.65
soup,0.06742461154899466,-0.20689340678893905,0.65
sugar,0.20230245186853868,-0.24259313370471094,0.65
*
baseball,0.3729747610332866,-0.280330251167793,0.65
beer,0.12057023574128652,-0.04059411128074841,0.65
can_coke,0.14554632888849614,-0.07775026293660708,0.9
can_pepsi,0.07101440991521697,-0.1551242506100394,0.65
can_fanta,0.3520715898990663,0.066227770284217,0.65
can_sprite,0.3214558934148441,0.2235607714352511,0.65
chips_can,0.3846408467848984,-0.09527339873652252,0.65
coffee_box,0.38207031978872996,-0.3752035312629535,0.65
cracker,0.4240837030050149,0.17494307973581347,0.65
cup,0.11604037472346757,0.14403838434282912,0.65
donut,0.5717439393167912,-0.36114475540211477,0.65
gelatin,0.57434752858679028,-0.010834795918769069,0.65
meat,0.6659251101697862,0.03539085069149572,0.65
mustard,0.6437593376188887,0.2736902516905273,0.65
newspaper,0.08802716455879739,0.2038755523374618,0.65
orange,0.6403859437655746,0.0696978685968122,0.744
pear,0.6880322712471725,-0.18110277747233672,0.65
plate,0.2780361286207116,-0.38835683203860305,0.65
soup,0.4903598960619491,0.19612264835694038,0.65
sugar,0.480416832086601,0.09638768429913153,0.65
*
